origin_codmun,destination_codmun,flow_2016,flow_2017,Country
1084,1084,97.66,93.09,brazil
489,549,8.95,8.88,brazil
1085,1085,72.36,65.21,brazil
5462,5462,83.42,89.95,brazil
3625,3615,8.34,7.95,brazil
4580,4676,10.86,9.93,brazil
1805,2041,12.04,11.96,brazil
4860,4575,10.79,11.4,brazil
873,803,7.7,7.67,brazil
1868,1614,105.56,114.17,brazil
2634,2699,11.33,12.17,brazil
2904,2847,13.3,12.33,brazil
3143,2942,12.79,11.61,brazil
1242,1242,112.45,107.22,brazil
2232,2189,117.31,114.16,brazil
3722,2596,8.0,7.47,brazil
2885,3001,13.21,13.94,brazil
4960,4791,14.2,14.13,brazil
3117,3154,110.12,101.38,brazil
3910,3865,7.92,7.75,brazil
1307,1334,8.71,8.51,brazil
3648,3649,13.5,12.87,brazil
4010,4127,103.43,107.07,brazil
4860,4629,8.26,8.51,brazil
4877,2053,121.15,114.72,brazil
2484,2518,8.82,8.39,brazil
1472,1472,122.04,110.4,brazil
1292,3425,6.29,5.88,brazil
753,774,11.76,12.05,brazil
1557,4575,7.91,7.53,brazil
4945,4945,959.56,973.28,brazil
878,877,740.0,700.55,brazil
4942,4942,1061.81,1133.69,brazil
4942,4701,1206.55,1275.76,brazil
2833,2966,89.82,86.31,brazil
1606,1749,86.86,85.51,brazil
1909,1909,998.04,1070.68,brazil
4918,4796,79.59,85.65,brazil
3891,3904,110.01,99.34,brazil
3630,3613,145.91,147.1,brazil
4593,4593,851.27,784.27,brazil
4477,4978,715.18,778.23,brazil
2826,2790,87.62,94.21,brazil
68,3290,989.81,1065.98,brazil
3590,3630,926.45,850.03,brazil
5308,5308,106.16,106.28,brazil
3944,3897,92.98,90.54,brazil
4107,4235,949.56,970.5,brazil
2564,2622,7.37,7.95,brazil
3039,2857,1331.32,1423.28,brazil
3029,3029,784.41,780.05,brazil
4235,4169,121.17,126.87,brazil
938,2368,101.2,98.85,brazil
4443,4721,8.75,7.89,brazil
974,972,144.02,147.85,brazil
4198,4182,101.48,108.21,brazil
2857,4127,97.57,95.29,brazil
644,674,11.04,10.13,brazil
2821,2821,1428.12,1349.96,brazil
1606,1688,73.76,74.6,brazil
5262,4127,95.36,91.8,brazil
4961,4635,112.21,115.04,brazil
3316,3282,7.92,7.79,brazil
1552,810,118.15,120.49,brazil
5055,5126,7.68,7.72,brazil
4467,4845,85.76,80.07,brazil
3630,4978,101.91,109.65,brazil
1606,2348,105.5,107.9,brazil
4845,4861,99.81,97.66,brazil
3600,3638,107.64,102.06,brazil
4007,4110,83.71,88.49,brazil
3907,4104,85.16,83.32,brazil
3282,3180,72.64,75.73,brazil
4508,4877,86.53,90.45,brazil
3910,3886,9.01,9.14,brazil
4871,4682,126.3,124.94,brazil
4127,549,115.48,126.08,brazil
3231,3247,109.42,114.99,brazil
4434,4762,10.35,9.69,brazil
1953,1752,83.67,81.39,brazil
5087,4203,95.01,87.1,brazil
2975,3063,108.61,113.08,brazil
5035,5256,82.66,77.65,brazil
3573,3630,6.39,6.37,brazil
4545,4544,105.03,110.6,brazil
287,287,84.0,86.4,brazil
3879,3997,79.98,85.16,brazil
549,563,126.75,135.73,brazil
4198,3904,5.74,5.69,brazil
4375,4909,106.53,113.63,brazil
4210,4012,83.99,80.29,brazil
4204,4127,112.58,115.56,brazil
5277,5090,78.05,75.49,brazil
4097,5142,15.68,16.59,brazil
2564,2646,8.37,8.58,brazil
1963,1713,120.98,121.72,brazil
3897,3630,99.34,106.06,brazil
431,4877,83.1,88.78,brazil
4198,4032,75.02,70.93,brazil
447,3630,11.81,11.3,brazil
3615,4477,89.96,96.29,brazil
512,2348,77.47,72.49,brazil
674,675,101.54,111.49,brazil
5216,5114,104.69,110.23,brazil
4129,4261,11.86,12.15,brazil
3743,3737,81.38,84.64,brazil
4991,4443,119.21,117.6,brazil
199,178,10.45,9.42,brazil
120,120,875.87,869.51,brazil
4570,4358,11.18,11.91,brazil
3247,3319,105.9,98.24,brazil
4811,4744,8.44,8.05,brazil
2842,3106,8.71,9.02,brazil
3813,3813,117.45,115.92,brazil
2282,2282,956.53,885.75,brazil
4784,4874,9.31,9.65,brazil
2941,2881,10.01,9.24,brazil
2978,2882,104.37,94.35,brazil
4482,4752,98.26,95.94,brazil
3115,3115,103.63,96.17,brazil
5127,3022,6.13,6.1,brazil
1963,3564,122.48,132.78,brazil
3615,1963,13.67,14.72,brazil
2857,4244,9.02,9.33,brazil
3643,3588,57.98,56.03,brazil
5319,5301,99.43,100.37,brazil
878,3600,15.16,15.28,brazil
3611,3575,89.08,84.46,brazil
2387,1749,120.22,129.56,brazil
2908,5137,11.61,10.82,brazil
549,4918,9.9,10.23,brazil
4781,4490,10.51,10.36,brazil
2885,5137,10.65,10.05,brazil
2846,2882,13.61,13.06,brazil
800,1099,8.42,8.36,brazil
4199,3916,65.32,65.84,brazil
5180,5141,8.97,9.64,brazil
2973,3016,104.1,101.79,brazil
2451,2451,106.03,99.45,brazil
2175,1999,69.96,71.09,brazil
3693,3290,14.48,15.26,brazil
2833,3116,7.37,7.87,brazil
4997,4892,137.01,132.45,brazil
5272,5248,10.08,10.69,brazil
5109,5287,10.13,10.94,brazil
3836,3836,693.86,716.8,brazil
2730,2736,5.2,5.7,brazil
3500,3484,99.88,94.14,brazil
5175,5038,11.43,11.87,brazil
303,562,10.96,9.97,brazil
2973,3121,97.53,96.41,brazil
4879,4859,9.38,9.93,brazil
4861,3630,104.23,104.48,brazil
4880,4525,10.74,9.69,brazil
3284,4877,85.58,85.07,brazil
549,4650,10.46,9.77,brazil
1913,2138,12.43,11.75,brazil
1965,2068,8.96,8.7,brazil
865,857,97.31,101.7,brazil
5150,5137,9.95,10.68,brazil
1059,898,9.42,8.76,brazil
3614,3635,118.06,114.14,brazil
817,816,7.23,7.29,brazil
4443,4882,10.14,10.63,brazil
4072,4276,9.4,9.41,brazil
3804,3804,104.46,96.77,brazil
3629,3624,102.86,101.66,brazil
4110,4098,14.37,15.53,brazil
4041,4199,11.66,11.44,brazil
914,972,10.83,10.89,brazil
914,905,8.68,7.98,brazil
1814,1834,9.56,9.92,brazil
4408,4578,7.13,7.7,brazil
5067,5087,11.05,11.24,brazil
4630,4629,132.42,130.48,brazil
3877,4203,10.82,10.07,brazil
1760,1999,12.35,12.65,brazil
2407,2407,91.22,95.11,brazil
726,726,108.83,98.89,brazil
3827,4049,69.85,65.05,brazil
4144,4158,10.94,10.09,brazil
3342,3301,9.25,8.41,brazil
815,848,94.93,96.8,brazil
3611,3596,10.74,11.71,brazil
2833,2944,9.45,9.06,brazil
4570,4615,6.08,6.65,brazil
5197,5066,7.94,7.72,brazil
2622,2736,8.97,9.06,brazil
1606,2215,11.22,10.42,brazil
5169,5015,8.67,9.26,brazil
4570,2580,9.1,8.61,brazil
4377,4424,10.4,10.32,brazil
1557,2359,11.83,12.75,brazil
3625,4978,11.25,10.16,brazil
546,562,9.86,9.85,brazil
1256,1256,69.64,69.51,brazil
3609,3593,14.61,15.46,brazil
4158,4114,10.04,10.95,brazil
335,239,10.16,10.62,brazil
4087,3999,10.48,11.48,brazil
4482,4522,7.08,7.07,brazil
4280,3966,10.98,10.86,brazil
5188,5289,10.64,11.45,brazil
4543,4393,12.34,12.61,brazil
4950,4870,10.03,10.39,brazil
4012,3916,11.57,12.55,brazil
3034,2965,10.81,11.64,brazil
1954,2358,9.71,8.93,brazil
4955,4399,12.92,12.29,brazil
2982,4877,6.75,7.02,brazil
4547,4490,11.76,12.0,brazil
4630,4660,8.97,8.68,brazil
568,331,10.38,10.46,brazil
5087,3029,11.74,10.61,brazil
1907,1787,11.27,11.69,brazil
2432,4877,10.58,10.64,brazil
1212,1177,8.97,9.57,brazil
3962,4110,9.47,9.7,brazil
3887,4128,8.18,8.57,brazil
3066,4596,8.75,8.28,brazil
4012,3927,9.65,10.34,brazil
2368,926,11.05,12.0,brazil
3500,3372,9.52,10.23,brazil
2695,2641,7.66,7.4,brazil
2018,2281,11.1,11.5,brazil
446,446,11.34,11.32,brazil
4575,1557,12.72,13.37,brazil
1386,1349,9.97,9.32,brazil
3796,3732,13.29,12.96,brazil
364,1606,89.98,97.49,brazil
3600,3600,969.83,953.62,brazil
2301,2301,135.11,139.55,brazil
4570,972,90.32,87.91,brazil
4877,4978,1338.09,1237.11,brazil
3889,3997,13.17,13.31,brazil
3904,3891,145.15,139.51,brazil
5087,3630,841.66,912.1,brazil
5106,5074,1080.17,1022.01,brazil
4094,4235,1285.93,1186.13,brazil
3997,4054,69.17,66.78,brazil
3630,452,106.91,113.15,brazil
4555,4458,8.11,8.01,brazil
4580,4920,8.16,7.95,brazil
4739,4388,9.88,10.3,brazil
1606,1783,94.27,97.75,brazil
2428,2428,1257.7,1226.88,brazil
5142,5025,98.41,88.59,brazil
4570,2386,14.57,15.25,brazil
2957,2836,9.3,10.18,brazil
4093,3878,57.75,59.54,brazil
3282,3316,8.17,8.31,brazil
4378,4774,136.44,124.68,brazil
5274,5007,10.06,9.39,brazil
1614,1868,101.2,97.0,brazil
2262,1612,86.48,92.12,brazil
3853,5128,105.92,114.6,brazil
2128,2128,105.03,103.49,brazil
2973,3090,79.55,72.35,brazil
3227,3187,7.12,7.81,brazil
4553,4777,11.03,10.48,brazil
4556,4662,12.56,12.77,brazil
3895,4094,71.75,76.13,brazil
3322,3322,629.0,676.0,brazil
4867,4867,560.48,554.45,brazil
317,264,9.81,9.3,brazil
16,800,120.97,131.41,brazil
1358,674,29.86,32.57,brazil
134,134,1261.18,1341.06,brazil
3090,4938,10.61,10.1,brazil
2678,2634,111.25,107.24,brazil
4530,4702,106.94,102.86,brazil
3012,5005,92.65,96.42,brazil
4066,4181,125.36,120.49,brazil
3038,5238,10.19,10.05,brazil
4206,3997,9.66,10.07,brazil
4969,4969,1094.22,1058.38,brazil
4926,4811,6.08,6.02,brazil
4747,2817,66.3,64.22,brazil
4984,4581,98.61,91.34,brazil
1869,2368,8.27,7.93,brazil
5032,5057,79.46,75.63,brazil
3889,4097,71.53,71.79,brazil
5378,1210,71.72,67.24,brazil
3206,3243,6.12,6.25,brazil
870,816,1026.05,1110.99,brazil
2387,2153,81.76,73.95,brazil
4038,4008,95.58,88.26,brazil
2954,4747,110.58,107.47,brazil
724,782,46.99,46.95,brazil
4630,4460,122.74,121.87,brazil
2377,2377,109.99,100.27,brazil
4570,4611,58.75,54.11,brazil
519,564,7.23,7.65,brazil
797,797,1044.39,1093.03,brazil
4630,4570,86.14,83.64,brazil
1419,1419,1047.04,1085.53,brazil
3992,3996,91.83,99.16,brazil
928,4845,7.13,6.6,brazil
674,703,8.91,8.45,brazil
4622,4613,7.86,7.62,brazil
3612,3583,92.66,84.77,brazil
3575,3649,75.51,73.62,brazil
5142,5137,98.7,105.32,brazil
1760,2300,71.97,75.32,brazil
2220,2220,1030.62,934.81,brazil
4010,4139,96.73,93.14,brazil
3572,3623,67.7,71.36,brazil
5066,5070,130.14,120.07,brazil
3586,3610,9.12,8.64,brazil
3897,3981,8.66,8.96,brazil
3290,3228,75.63,80.25,brazil
4443,4859,95.87,103.09,brazil
1760,1907,100.95,102.02,brazil
3843,3970,9.92,10.64,brazil
549,2748,14.13,13.86,brazil
818,863,108.08,117.76,brazil
4066,3996,5.29,4.99,brazil
3643,3617,10.59,9.92,brazil
4589,4835,63.45,63.8,brazil
1060,895,11.36,11.05,brazil
3743,3781,11.81,11.46,brazil
1999,826,95.52,87.5,brazil
4467,1870,9.0,9.12,brazil
5256,5011,9.64,9.59,brazil
1839,1839,1414.09,1381.36,brazil
714,728,90.92,94.46,brazil
4486,4487,91.72,93.5,brazil
2636,2636,98.0,99.71,brazil
4471,4613,7.38,7.28,brazil
331,408,8.84,8.2,brazil
642,763,77.21,80.57,brazil
4884,4845,84.41,92.78,brazil
5190,5142,8.93,9.52,brazil
3971,3865,8.37,7.78,brazil
3897,1606,9.97,10.46,brazil
5197,5068,9.02,9.02,brazil
772,725,13.89,14.32,brazil
4812,4926,10.18,11.13,brazil
5066,5084,9.87,9.78,brazil
3905,4181,101.08,92.56,brazil
2414,2464,11.66,11.77,brazil
4172,4268,7.23,7.28,brazil
1933,2368,120.95,130.7,brazil
800,4343,125.4,125.24,brazil
3611,3654,9.96,10.45,brazil
4278,4114,9.97,9.19,brazil
713,627,8.5,8.99,brazil
2833,2829,72.19,71.37,brazil
3615,4859,5.91,5.94,brazil
4478,4945,115.48,113.51,brazil
4127,5106,110.56,102.83,brazil
863,865,109.4,116.75,brazil
2641,2618,9.6,9.59,brazil
4875,4877,129.3,123.76,brazil
642,674,68.78,66.42,brazil
4393,4550,11.79,10.9,brazil
2857,4477,11.3,11.8,brazil
1752,1901,105.18,109.86,brazil
4103,4273,12.4,11.94,brazil
3569,3609,92.28,94.84,brazil
4794,2954,7.96,7.67,brazil
3136,2825,8.75,8.15,brazil
800,4543,10.95,11.24,brazil
2362,2027,13.15,13.91,brazil
4774,4978,10.64,9.82,brazil
5238,5110,9.23,8.87,brazil
3572,3633,117.04,120.35,brazil
404,549,9.07,8.46,brazil
1325,1296,13.31,12.3,brazil
3795,2717,11.57,12.0,brazil
4845,4849,127.81,115.46,brazil
5025,3150,11.06,10.93,brazil
5025,972,6.45,6.39,brazil
3969,3895,11.41,12.47,brazil
2900,2784,107.01,110.4,brazil
674,626,10.01,9.85,brazil
4467,4611,13.67,12.71,brazil
214,214,84.51,85.99,brazil
3612,3578,106.66,99.27,brazil
3913,3893,94.91,87.64,brazil
4298,4298,11.5,12.21,brazil
4267,3995,5.39,5.27,brazil
4193,4167,113.25,122.65,brazil
2509,2515,10.42,11.23,brazil
5335,5319,10.12,10.84,brazil
5012,5141,9.06,9.64,brazil
4877,4521,10.35,10.55,brazil
1775,4877,9.18,8.59,brazil
5273,5105,9.88,9.06,brazil
741,3741,12.79,11.54,brazil
5073,2857,10.15,9.86,brazil
4513,4424,12.28,11.68,brazil
4393,4708,10.31,11.19,brazil
3261,3201,13.29,13.41,brazil
2884,2884,97.41,105.4,brazil
1752,2138,10.45,9.99,brazil
2455,2461,121.65,132.61,brazil
3290,3334,116.36,121.65,brazil
3919,4193,92.04,86.4,brazil
3827,4204,12.13,12.82,brazil
2580,2623,11.37,10.77,brazil
2284,1606,10.78,10.49,brazil
374,461,7.92,7.21,brazil
3175,2590,11.63,11.47,brazil
3741,3731,11.48,10.38,brazil
1662,4650,9.82,9.53,brazil
3630,4611,7.52,6.78,brazil
3270,3302,7.18,7.69,brazil
4404,4127,8.37,9.13,brazil
385,298,8.53,8.2,brazil
3121,2957,8.7,7.88,brazil
4289,3883,10.3,10.06,brazil
2288,1743,9.86,10.28,brazil
1698,2055,12.69,13.45,brazil
1835,1596,9.09,8.62,brazil
4188,4100,11.84,11.99,brazil
674,3272,10.66,11.27,brazil
5041,5212,10.19,10.41,brazil
3162,3239,12.73,11.74,brazil
776,776,11.18,12.15,brazil
3154,3088,7.9,7.19,brazil
5281,5173,10.08,9.47,brazil
717,708,126.27,126.52,brazil
1861,1861,10.43,10.3,brazil
2172,1606,70.37,75.5,brazil
3971,3971,1102.95,1050.46,brazil
3325,3180,105.99,107.04,brazil
1606,3575,127.8,120.99,brazil
2857,800,89.79,97.2,brazil
4687,4877,68.96,70.72,brazil
4872,4635,731.75,724.99,brazil
607,549,110.84,112.79,brazil
3849,3849,932.17,987.96,brazil
4574,4570,11.15,11.58,brazil
4429,4388,111.54,120.77,brazil
4894,4920,97.72,89.61,brazil
3937,4127,118.76,111.09,brazil
2973,4938,10.68,10.39,brazil
2954,4938,115.03,104.74,brazil
4467,2564,8.66,8.75,brazil
2861,2885,129.89,140.86,brazil
2125,4877,9.93,10.6,brazil
4401,4570,1135.71,1159.22,brazil
1814,1612,85.22,78.1,brazil
3217,3217,938.77,882.87,brazil
2933,3038,114.61,122.48,brazil
4467,4882,92.68,84.87,brazil
4170,4262,116.48,127.38,brazil
3637,3637,1107.87,1026.81,brazil
510,1752,111.17,121.76,brazil
5087,5042,124.7,114.02,brazil
4994,4994,1186.8,1129.53,brazil
4963,4963,933.11,852.72,brazil
3630,2368,91.25,83.57,brazil
627,692,12.7,11.86,brazil
1358,1451,119.1,112.14,brazil
4393,4605,95.84,102.67,brazil
4449,4449,955.55,995.6,brazil
4215,3904,81.15,85.26,brazil
674,682,99.35,92.06,brazil
720,720,838.62,838.75,brazil
3996,5087,121.67,120.18,brazil
4777,4388,87.79,87.25,brazil
3052,2841,111.49,108.85,brazil
2348,1859,73.45,75.99,brazil
4566,4663,9.93,10.84,brazil
4877,4278,7.0,6.6,brazil
3198,3342,9.56,9.98,brazil
3751,3782,97.54,88.15,brazil
3175,3318,90.83,84.63,brazil
4456,4877,118.55,112.99,brazil
3654,4877,80.3,87.2,brazil
4596,4596,1325.74,1439.63,brazil
1787,1729,90.17,83.79,brazil
1666,1666,966.92,893.21,brazil
4859,4591,7.74,8.27,brazil
4058,4058,762.88,821.09,brazil
311,311,1153.9,1131.68,brazil
4097,3842,45.63,41.47,brazil
25,27,8.52,7.75,brazil
3020,2857,93.66,92.7,brazil
2973,2966,11.23,11.69,brazil
3816,3736,11.4,11.36,brazil
3897,3968,61.61,59.93,brazil
4127,5018,122.35,129.09,brazil
4877,5194,7.08,7.33,brazil
3610,3571,104.02,113.57,brazil
68,40,74.22,68.99,brazil
4244,4169,106.9,104.38,brazil
972,1606,108.08,104.99,brazil
4462,4460,85.14,77.59,brazil
4357,4989,92.44,85.57,brazil
4938,4477,12.47,12.6,brazil
3568,4569,6.42,5.89,brazil
5307,5307,79.35,76.54,brazil
3325,3182,134.05,125.98,brazil
1444,1511,9.33,8.72,brazil
4031,3901,10.04,10.85,brazil
5018,5173,76.18,71.6,brazil
4937,4404,9.82,10.08,brazil
3578,845,114.17,120.77,brazil
2812,3121,8.06,8.79,brazil
4877,5141,104.42,113.51,brazil
942,942,140.68,152.34,brazil
2064,2082,7.66,7.32,brazil
3589,3653,99.06,97.57,brazil
549,3564,7.98,8.28,brazil
3038,3118,11.36,10.45,brazil
4202,3896,6.97,6.35,brazil
3290,104,75.37,75.59,brazil
2996,2842,10.96,11.92,brazil
4690,4998,84.32,88.73,brazil
4638,4861,9.68,9.1,brazil
4401,4635,82.82,86.75,brazil
3604,3611,5.8,6.06,brazil
3588,3619,7.8,7.87,brazil
3768,3768,119.8,131.3,brazil
2973,3047,127.76,134.74,brazil
5325,5365,86.78,79.56,brazil
4990,4580,92.05,89.9,brazil
2982,2833,74.0,69.21,brazil
3904,4100,9.68,9.02,brazil
2730,2600,9.55,9.81,brazil
4482,4581,8.04,8.7,brazil
907,907,89.63,81.06,brazil
65,120,7.96,7.94,brazil
4376,4624,91.72,91.8,brazil
510,674,11.8,11.43,brazil
2438,2485,76.31,73.06,brazil
743,743,1080.33,1088.52,brazil
4898,4849,103.26,98.62,brazil
1431,972,97.42,87.74,brazil
4569,4987,63.51,68.08,brazil
4014,3861,11.11,11.98,brazil
5074,5161,100.46,102.68,brazil
3743,549,84.55,92.79,brazil
4109,4109,81.35,84.69,brazil
1584,4845,100.22,101.44,brazil
3142,2891,9.64,10.19,brazil
2043,2043,1085.35,1170.82,brazil
4480,4877,7.23,6.84,brazil
2934,2961,94.19,91.52,brazil
4938,3090,8.81,8.52,brazil
1540,1540,106.46,115.53,brazil
3952,4252,8.68,9.43,brazil
3368,3368,11.75,11.47,brazil
317,565,13.61,12.77,brazil
3575,1601,9.88,10.15,brazil
1753,2060,9.22,8.81,brazil
4442,4791,90.07,81.78,brazil
3192,3319,71.21,70.95,brazil
4476,4877,104.34,95.13,brazil
549,368,85.8,79.59,brazil
447,364,9.09,9.39,brazil
2191,2219,121.3,130.41,brazil
1376,1376,102.93,99.54,brazil
4849,4569,11.43,11.47,brazil
4097,4196,9.92,9.2,brazil
550,549,9.91,10.04,brazil
996,972,81.74,77.55,brazil
4275,3974,107.76,108.88,brazil
4231,4196,10.85,11.09,brazil
2234,1688,11.48,12.4,brazil
4688,4611,10.3,10.5,brazil
5339,5326,164.5,155.57,brazil
4195,4241,8.34,9.02,brazil
4468,4385,127.15,114.92,brazil
2225,1744,8.82,9.54,brazil
5066,4254,9.67,8.7,brazil
4546,4548,113.73,110.22,brazil
3625,2243,10.5,10.76,brazil
1367,1370,10.52,10.61,brazil
3895,4066,8.29,7.7,brazil
4641,4387,9.13,9.45,brazil
4777,4449,10.77,11.75,brazil
2000,878,10.12,9.45,brazil
3630,1742,10.35,11.18,brazil
2857,5249,9.93,9.42,brazil
4478,4611,6.09,6.69,brazil
3302,3263,125.21,113.39,brazil
4770,4367,11.13,10.9,brazil
1985,3654,10.31,10.62,brazil
4904,4794,11.28,12.25,brazil
2216,1606,8.24,8.31,brazil
184,184,98.05,100.12,brazil
3965,4242,9.36,9.91,brazil
3976,3976,80.94,74.37,brazil
2873,3039,9.96,9.7,brazil
3290,3297,9.97,10.87,brazil
3644,3572,12.7,12.36,brazil
2857,2856,8.86,9.6,brazil
1744,1760,4.96,5.08,brazil
4092,4092,73.53,75.69,brazil
3879,4041,8.58,9.23,brazil
4359,4849,10.63,9.98,brazil
4072,3999,12.17,12.6,brazil
4859,4524,9.52,9.33,brazil
5035,5216,9.39,9.15,brazil
3065,2908,10.2,11.11,brazil
4127,4190,6.7,7.13,brazil
1488,1488,809.82,748.44,brazil
748,627,10.78,9.9,brazil
4132,4134,12.66,12.15,brazil
843,3578,11.25,10.82,brazil
4267,3897,11.34,12.43,brazil
968,800,133.23,140.79,brazil
3852,4178,10.65,11.41,brazil
4757,4973,9.7,10.47,brazil
4954,4954,81.91,88.62,brazil
3500,3440,15.92,16.36,brazil
1727,3617,9.51,9.91,brazil
2242,2242,8.47,7.83,brazil
4340,1448,8.47,8.88,brazil
5242,5242,40.68,38.02,brazil
4782,4389,14.15,13.58,brazil
2634,2590,1075.7,1160.67,brazil
2833,1370,12.15,12.81,brazil
3974,4241,11.42,10.91,brazil
2181,2181,1024.36,1118.52,brazil
4665,4993,1214.73,1283.39,brazil
4467,800,113.4,118.8,brazil
5094,5189,83.14,89.15,brazil
4706,4791,15.51,15.98,brazil
1327,1327,129.84,125.89,brazil
4574,4638,98.2,96.78,brazil
1620,1963,6.78,6.27,brazil
3999,3910,97.51,103.94,brazil
3633,3575,1287.99,1308.69,brazil
1606,2262,1073.19,987.56,brazil
4196,4230,7.39,7.85,brazil
4416,4416,1183.63,1255.45,brazil
2386,1612,9.41,9.39,brazil
5087,5216,102.38,112.19,brazil
3630,1814,7.86,7.91,brazil
665,674,70.79,69.89,brazil
3741,691,125.0,119.09,brazil
3247,3180,78.63,77.62,brazil
3893,3893,1059.38,1096.31,brazil
4744,4641,104.09,100.59,brazil
4267,3827,123.56,131.4,brazil
3654,3633,7.95,7.72,brazil
5036,3090,95.7,90.97,brazil
2857,4884,124.58,133.03,brazil
4638,3630,7.46,7.94,brazil
3564,3572,7.04,6.91,brazil
2415,2414,1314.98,1254.44,brazil
5458,5450,8.73,8.33,brazil
5069,5066,70.72,73.51,brazil
4107,3889,68.31,63.92,brazil
4791,4940,112.15,104.46,brazil
3883,4169,8.91,8.38,brazil
4525,4478,84.19,77.48,brazil
1533,1533,1078.43,1137.11,brazil
4955,4453,4.98,4.57,brazil
3564,4978,76.25,78.22,brazil
5017,5127,11.3,10.8,brazil
2450,2415,100.2,91.96,brazil
1812,1812,1105.88,1164.79,brazil
4569,4467,85.35,93.45,brazil
4404,4358,10.47,10.97,brazil
2900,3018,91.31,87.97,brazil
1962,2014,126.97,135.06,brazil
4909,4393,67.81,72.28,brazil
2791,2847,60.24,61.44,brazil
3732,3705,6.86,6.69,brazil
944,928,9.09,8.33,brazil
2730,3630,11.41,11.92,brazil
945,945,95.01,102.6,brazil
3625,4564,81.74,78.12,brazil
320,452,107.85,102.98,brazil
1115,1042,78.34,77.55,brazil
5275,5262,119.32,118.4,brazil
2357,1976,13.34,14.5,brazil
818,826,8.35,8.47,brazil
4877,4940,113.44,113.68,brazil
3206,3261,131.98,127.36,brazil
2386,4877,101.96,111.68,brazil
4467,1744,119.66,128.42,brazil
3090,3013,7.48,7.32,brazil
3617,3612,59.65,56.72,brazil
4421,4990,37.28,38.29,brazil
1963,3648,10.89,10.66,brazil
5137,5258,87.05,87.51,brazil
3637,3630,104.79,106.31,brazil
3630,3582,92.57,90.08,brazil
4100,4127,83.59,91.94,brazil
3630,4506,12.1,12.59,brazil
438,438,888.75,827.15,brazil
4923,4703,116.36,120.12,brazil
1124,1296,89.04,90.51,brazil
4446,4643,11.06,11.45,brazil
4467,3612,11.4,12.42,brazil
2254,2260,80.37,83.81,brazil
4393,4569,7.85,7.66,brazil
4255,4169,67.58,73.77,brazil
1752,2146,11.28,11.47,brazil
3364,3556,10.26,11.21,brazil
3880,4167,8.39,8.27,brazil
5041,5008,92.73,93.9,brazil
4588,4721,13.3,12.97,brazil
4884,4882,136.63,131.05,brazil
4926,4677,11.81,12.06,brazil
4884,4792,9.98,9.81,brazil
2542,2590,111.2,119.38,brazil
3610,3590,120.79,129.15,brazil
4127,3038,4.98,5.16,brazil
3889,3996,146.69,153.47,brazil
865,1859,111.15,117.56,brazil
2881,2787,13.57,12.35,brazil
364,563,10.16,9.65,brazil
104,25,12.65,12.15,brazil
1025,974,138.0,136.03,brazil
2888,2973,107.2,98.26,brazil
3182,3280,11.25,11.89,brazil
5142,4252,9.14,8.51,brazil
136,2415,82.13,77.93,brazil
4947,4534,13.81,14.81,brazil
3630,2521,10.51,11.34,brazil
4475,4877,8.73,9.33,brazil
3743,4467,64.53,62.75,brazil
3041,3013,81.24,84.54,brazil
3630,4196,9.17,9.36,brazil
1044,1044,102.49,105.22,brazil
2634,2629,13.71,13.69,brazil
4570,629,15.89,16.79,brazil
5503,5503,13.37,12.71,brazil
3630,4918,98.64,101.66,brazil
1983,1713,90.2,89.48,brazil
1567,1606,11.02,10.3,brazil
1768,1749,90.42,84.0,brazil
3820,3751,119.2,109.61,brazil
974,2368,150.66,146.14,brazil
3847,3847,1286.25,1277.45,brazil
4926,4987,87.4,86.82,brazil
2888,2857,60.92,56.64,brazil
2217,2350,9.29,9.92,brazil
3990,4019,9.81,10.49,brazil
2479,2396,11.55,11.89,brazil
1397,1341,114.33,111.17,brazil
2106,2168,69.56,67.05,brazil
4559,4559,771.1,848.21,brazil
3219,3287,114.2,106.09,brazil
3953,3836,75.78,79.0,brazil
4114,4121,135.31,139.85,brazil
2153,2387,143.15,152.65,brazil
4871,1925,12.27,12.31,brazil
2396,2415,10.55,10.04,brazil
2634,2552,92.93,97.34,brazil
4531,4531,117.22,125.56,brazil
1396,1396,102.53,98.29,brazil
3186,3247,7.81,7.68,brazil
1746,1746,82.57,79.23,brazil
4777,4824,12.24,13.15,brazil
331,212,7.26,7.72,brazil
859,859,1336.22,1334.28,brazil
1622,1656,10.34,9.49,brazil
5018,5275,68.16,64.65,brazil
68,3163,9.4,8.61,brazil
3296,3194,11.24,10.66,brazil
4702,4527,11.34,11.78,brazil
5303,5295,123.87,128.44,brazil
3241,3241,120.76,109.38,brazil
5042,4110,9.36,8.92,brazil
280,546,113.25,105.5,brazil
2634,2618,100.23,105.17,brazil
1606,3615,7.98,7.7,brazil
1059,883,14.19,13.97,brazil
4505,3654,7.61,7.8,brazil
4569,1606,97.9,105.11,brazil
5295,4467,105.15,108.12,brazil
5087,3842,8.0,7.87,brazil
4230,4009,12.91,11.82,brazil
2406,3630,8.63,8.13,brazil
1744,271,10.15,10.05,brazil
1901,510,122.83,113.01,brazil
4103,3876,10.5,10.04,brazil
3941,4171,11.34,10.72,brazil
5232,5137,12.86,12.98,brazil
2857,5094,90.94,93.02,brazil
3629,3582,7.55,7.91,brazil
3923,3918,9.98,9.04,brazil
4777,4467,9.29,8.37,brazil
1933,4639,11.29,11.6,brazil
